symbol,entry_time,exit_time,entry_price,exit_price,quantity,pattern,pnl,pnl_pct,exit_reason
ITC-EQ,2025-12-04 12:43:00+05:30,2025-12-04 12:43:00+05:30,401.95,401.95,100,Falling Wedge,-80.38999999999942,-0.19980019980019836,target
BAJFINANCE-EQ,2025-12-04 12:38:00+05:30,2025-12-04 12:43:00+05:30,1025.6,1026.1,100,Symmetrical Triangle,-155.16999999999825,-0.15114565621585735,target
SUNPHARMA-EQ,2025-12-04 12:43:00+05:30,2025-12-04 12:43:00+05:30,1805.8,1805.8,100,Rising Wedge,-361.1599999999744,-0.19980019980018565,stop_loss
POWERGRID-EQ,2025-12-04 12:43:00+05:30,2025-12-04 12:43:00+05:30,268.9,268.9,100,Rising Wedge,-53.779999999998836,-0.1998001998001955,stop_loss
HDFCLIFE-EQ,2025-12-04 12:43:00+05:30,2025-12-04 12:43:00+05:30,753.75,753.75,100,Rising Wedge,-150.75,-0.1998001998001998,stop_loss
BHARTIARTL-EQ,2025-12-04 12:44:00+05:30,2025-12-04 12:44:00+05:30,2078.7,2078.7,100,Rising Wedge,-415.7399999999907,-0.19980019980019537,stop_loss
AXISBANK-EQ,2025-12-04 12:44:00+05:30,2025-12-04 12:44:00+05:30,1278.3,1278.3,100,Rising Wedge,-255.6600000000035,-0.19980019980020253,stop_loss
WIPRO-EQ,2025-12-04 12:44:00+05:30,2025-12-04 12:44:00+05:30,257.57,257.57,100,Rising Wedge,-51.51400000000285,-0.19980019980021085,stop_loss
POWERGRID-EQ,2025-12-04 12:44:00+05:30,2025-12-04 12:44:00+05:30,268.9,268.9,100,Rising Wedge,-53.779999999998836,-0.1998001998001955,stop_loss
LT-EQ,2025-12-04 12:35:00+05:30,2025-12-04 12:45:00+05:30,4007.5,3999.6,100,Symmetrical Triangle,-1590.710000000021,-0.3965367134425203,stop_loss
AXISBANK-EQ,2025-12-04 12:45:00+05:30,2025-12-04 12:45:00+05:30,1276.1,1276.1,100,Rising Wedge,-255.22000000000116,-0.19980019980020075,stop_loss
ASIANPAINT-EQ,2025-12-04 12:45:00+05:30,2025-12-04 12:45:00+05:30,2958.0,2958.0,100,Rising Wedge,-591.5999999999767,-0.19980019980019195,stop_loss
HCLTECH-EQ,2025-12-04 12:44:00+05:30,2025-12-04 12:45:00+05:30,1662.1,1659.5,100,Falling Wedge,-592.1600000000035,-0.35591626951954464,stop_loss
WIPRO-EQ,2025-12-04 12:45:00+05:30,2025-12-04 12:45:00+05:30,257.36,257.36,100,Rising Wedge,-51.47200000000157,-0.1998001998002059,stop_loss
NESTLEIND-EQ,2025-12-04 12:45:00+05:30,2025-12-04 12:45:00+05:30,1234.5,1234.5,100,Symmetrical Triangle,-246.89999999999418,-0.19980019980019506,stop_loss
SUNPHARMA-EQ,2025-12-04 12:45:00+05:30,2025-12-04 12:45:00+05:30,1805.3,1805.3,100,Rising Wedge,-361.0599999999977,-0.1998001998001985,stop_loss
POWERGRID-EQ,2025-12-04 12:45:00+05:30,2025-12-04 12:45:00+05:30,268.75,268.75,100,Rising Wedge,-53.75,-0.1998001998001998,stop_loss
ADANIPORTS-EQ,2025-12-04 12:45:00+05:30,2025-12-04 12:45:00+05:30,1497.4,1497.4,100,Rising Wedge,-299.4799999999814,-0.1998001998001874,stop_loss
GRASIM-EQ,2025-12-04 12:45:00+05:30,2025-12-04 12:45:00+05:30,2725.5,2725.5,100,Symmetrical Triangle,-545.0999999999767,-0.19980019980019126,stop_loss
UPL-EQ,2025-12-04 12:45:00+05:30,2025-12-04 12:45:00+05:30,751.2,751.2,100,Symmetrical Triangle,-150.2399999999907,-0.19980019980018743,stop_loss
BRITANNIA-EQ,2025-12-04 12:45:00+05:30,2025-12-04 12:45:00+05:30,5856.0,5856.0,100,Falling Wedge,-1171.1999999999534,-0.19980019980019187,target
HDFCLIFE-EQ,2025-12-04 12:45:00+05:30,2025-12-04 12:45:00+05:30,753.45,753.45,100,Rising Wedge,-150.69000000000233,-0.1998001998002029,stop_loss
HDFCBANK-EQ,2025-12-04 12:46:00+05:30,2025-12-04 12:46:00+05:30,995.5,995.5,100,Rising Wedge,-199.10000000000582,-0.19980019980020566,stop_loss
INFY-EQ,2025-12-04 12:46:00+05:30,2025-12-04 12:46:00+05:30,1593.1,1593.1,100,Rising Wedge,-318.61999999999534,-0.1998001998001969,stop_loss
HINDUNILVR-EQ,2025-12-04 12:46:00+05:30,2025-12-04 12:46:00+05:30,2458.7,2458.7,100,Symmetrical Triangle,-491.7399999999907,-0.19980019980019603,stop_loss
LT-EQ,2025-12-04 12:46:00+05:30,2025-12-04 12:46:00+05:30,3999.2,3999.2,100,Rising Wedge,-799.8399999999674,-0.19980019980019165,stop_loss
AXISBANK-EQ,2025-12-04 12:46:00+05:30,2025-12-04 12:46:00+05:30,1275.2,1275.2,100,Rising Wedge,-255.04000000000815,-0.19980019980020616,stop_loss
WIPRO-EQ,2025-12-04 12:46:00+05:30,2025-12-04 12:46:00+05:30,257.25,257.25,100,Rising Wedge,-51.44999999999709,-0.19980019980018854,stop_loss
NESTLEIND-EQ,2025-12-04 12:46:00+05:30,2025-12-04 12:46:00+05:30,1234.6,1234.6,100,Symmetrical Triangle,-246.9200000000128,-0.19980019980021016,stop_loss
SUNPHARMA-EQ,2025-12-04 12:46:00+05:30,2025-12-04 12:46:00+05:30,1805.0,1805.0,100,Rising Wedge,-361.0,-0.1998001998001998,stop_loss
POWERGRID-EQ,2025-12-04 12:46:00+05:30,2025-12-04 12:46:00+05:30,268.7,268.7,100,Rising Wedge,-53.73999999999796,-0.19980019980019226,stop_loss
ADANIPORTS-EQ,2025-12-04 12:46:00+05:30,2025-12-04 12:46:00+05:30,1497.3,1497.3,100,Rising Wedge,-299.46000000002095,-0.19980019980021377,stop_loss
JSWSTEEL-EQ,2025-12-04 12:46:00+05:30,2025-12-04 12:46:00+05:30,1145.9,1145.9,100,Rising Wedge,-229.17999999999302,-0.19980019980019367,stop_loss
UPL-EQ,2025-12-04 12:46:00+05:30,2025-12-04 12:46:00+05:30,751.6,751.6,100,Symmetrical Triangle,-150.32000000000698,-0.19980019980020908,stop_loss
HDFCLIFE-EQ,2025-12-04 12:46:00+05:30,2025-12-04 12:46:00+05:30,753.1,753.1,100,Rising Wedge,-150.61999999999534,-0.19980019980019365,stop_loss
WIPRO-EQ,2025-12-04 12:47:00+05:30,2025-12-04 12:47:00+05:30,257.34,257.34,100,Rising Wedge,-51.46800000000076,-0.19980019980020275,stop_loss
POWERGRID-EQ,2025-12-04 12:47:00+05:30,2025-12-04 12:47:00+05:30,268.65,268.65,100,Rising Wedge,-53.7300000000032,-0.19980019980021171,stop_loss
HDFCLIFE-EQ,2025-12-04 12:47:00+05:30,2025-12-04 12:47:00+05:30,753.2,753.2,100,Rising Wedge,-150.64000000001397,-0.19980019980021832,stop_loss
WIPRO-EQ,2025-12-04 12:48:00+05:30,2025-12-04 12:48:00+05:30,257.27,257.27,100,Rising Wedge,-51.453999999997905,-0.1998001998001917,stop_loss
ADANIPORTS-EQ,2025-12-04 12:48:00+05:30,2025-12-04 12:48:00+05:30,1497.5,1497.5,100,Symmetrical Triangle,-299.5,-0.1998001998001998,target
HDFCLIFE-EQ,2025-12-04 12:48:00+05:30,2025-12-04 12:48:00+05:30,752.9,752.9,100,Symmetrical Triangle,-150.5799999999872,-0.19980019980018285,stop_loss
ADANIPORTS-EQ,2025-12-04 12:49:00+05:30,2025-12-04 12:49:00+05:30,1497.0,1497.0,100,Symmetrical Triangle,-299.4000000000233,-0.19980019980021532,stop_loss
GRASIM-EQ,2025-12-04 12:49:00+05:30,2025-12-04 12:49:00+05:30,2724.5,2724.5,100,Rising Wedge,-544.9000000000233,-0.19980019980020836,stop_loss
DRREDDY-EQ,2025-12-04 12:39:00+05:30,2025-12-04 12:49:00+05:30,1270.7,1267.8,100,Falling Wedge,-543.8500000000058,-0.4275648802287708,stop_loss
ADANIENT-EQ,2025-12-04 12:49:00+05:30,2025-12-04 12:49:00+05:30,2202.9,2202.9,100,Descending Triangle,-440.5800000000163,-0.19980019980020716,stop_loss
HDFCLIFE-EQ,2025-12-04 12:49:00+05:30,2025-12-04 12:49:00+05:30,752.8,752.8,100,Symmetrical Triangle,-150.55999999999767,-0.19980019980019673,stop_loss
ASIANPAINT-EQ,2025-12-04 12:50:00+05:30,2025-12-04 12:50:00+05:30,2957.0,2957.0,100,Symmetrical Triangle,-591.4000000000233,-0.19980019980020766,stop_loss
SUNPHARMA-EQ,2025-12-04 12:50:00+05:30,2025-12-04 12:50:00+05:30,1805.1,1805.1,100,Symmetrical Triangle,-361.0200000000186,-0.19980019980021008,stop_loss
DRREDDY-EQ,2025-12-04 12:50:00+05:30,2025-12-04 12:50:00+05:30,1267.1,1267.1,100,Symmetrical Triangle,-253.4200000000128,-0.1998001998002099,stop_loss
HDFCLIFE-EQ,2025-12-04 12:50:00+05:30,2025-12-04 12:50:00+05:30,752.75,752.75,100,Symmetrical Triangle,-150.54999999998836,-0.19980019980018437,stop_loss
WIPRO-EQ,2025-12-04 12:51:00+05:30,2025-12-04 12:51:00+05:30,257.24,257.24,100,Rising Wedge,-51.44799999999668,-0.19980019980018693,stop_loss
HINDUNILVR-EQ,2025-12-04 12:51:00+05:30,2025-12-04 12:52:00+05:30,2461.9,2465.3,100,Symmetrical Triangle,-152.71999999997206,-0.06197141742857332,target
ITC-EQ,2025-12-04 12:50:00+05:30,2025-12-04 12:52:00+05:30,401.9,401.6,100,Ascending Triangle,-110.35000000000582,-0.27429649226117453,stop_loss
ASIANPAINT-EQ,2025-12-04 12:52:00+05:30,2025-12-04 12:52:00+05:30,2954.7,2954.7,100,Symmetrical Triangle,-590.9399999999441,-0.19980019980018093,stop_loss
NESTLEIND-EQ,2025-12-04 12:47:00+05:30,2025-12-04 12:52:00+05:30,1235.0,1235.5,100,Symmetrical Triangle,-197.0500000000029,-0.15939526060983786,target
SUNPHARMA-EQ,2025-12-04 12:52:00+05:30,2025-12-04 12:52:00+05:30,1805.1,1805.1,100,Descending Triangle,-361.0200000000186,-0.19980019980021008,stop_loss
BAJFINANCE-EQ,2025-12-04 12:53:00+05:30,2025-12-04 12:53:00+05:30,1026.0,1026.0,100,Rising Wedge,-205.20000000001164,-0.19980019980021113,stop_loss
INDUSINDBK-EQ,2025-12-04 12:37:00+05:30,2025-12-04 12:54:00+05:30,867.75,865.0,100,Falling Wedge,-448.2749999999942,-0.5160785627509848,stop_loss
TECHM-EQ,2025-12-04 12:47:00+05:30,2025-12-04 12:55:00+05:30,1568.7,1570.1,100,Falling Wedge,-173.88000000000466,-0.11073264085312574,target
JSWSTEEL-EQ,2025-12-04 12:52:00+05:30,2025-12-04 12:56:00+05:30,1146.4,1148.4,100,Falling Wedge,-29.479999999995925,-0.025689593030831626,target
WIPRO-EQ,2025-12-04 12:55:00+05:30,2025-12-04 12:57:00+05:30,257.39,257.25,100,Falling Wedge,-65.46399999999994,-0.25408369166867917,stop_loss
UPL-EQ,2025-12-04 12:56:00+05:30,2025-12-04 12:57:00+05:30,753.35,753.6,100,Falling Wedge,-125.69500000000698,-0.16668139718515634,target
NTPC-EQ,2025-12-04 12:57:00+05:30,2025-12-04 13:00:00+05:30,322.6,322.9,100,Falling Wedge,-34.55000000000655,-0.10699158250307209,target
TATASTEEL-EQ,2025-12-04 12:57:00+05:30,2025-12-04 13:00:00+05:30,166.73,167.01,100,Falling Wedge,-5.373999999999796,-0.03219955238188188,target
CIPLA-EQ,2025-12-04 12:35:00+05:30,2025-12-04 13:00:00+05:30,1511.0,1512.4,100,Falling Wedge,-162.3399999999965,-0.10733145081258681,target
BPCL-EQ,2025-12-04 12:54:00+05:30,2025-12-04 13:00:00+05:30,354.45,354.85,100,Falling Wedge,-30.93000000000029,-0.08717478036140835,target
RELIANCE-EQ,2025-12-04 13:01:00+05:30,2025-12-04 13:01:00+05:30,1548.2,1548.2,100,Symmetrical Triangle,-309.64000000001397,-0.19980019980020883,target
NTPC-EQ,2025-12-04 13:01:00+05:30,2025-12-04 13:01:00+05:30,323.05,323.05,100,Falling Wedge,-64.61000000000058,-0.19980019980020158,target
TATASTEEL-EQ,2025-12-04 13:01:00+05:30,2025-12-04 13:01:00+05:30,167.11,167.11,100,Falling Wedge,-33.42199999999866,-0.1998001998001918,target
NTPC-EQ,2025-12-04 13:02:00+05:30,2025-12-04 13:02:00+05:30,322.85,322.85,100,Falling Wedge,-64.56999999999971,-0.1998001998001989,target
POWERGRID-EQ,2025-12-04 13:02:00+05:30,2025-12-04 13:02:00+05:30,268.8,268.8,100,Falling Wedge,-53.76000000000204,-0.19980019980020736,target
BPCL-EQ,2025-12-04 13:01:00+05:30,2025-12-04 13:02:00+05:30,354.9,355.65,100,Falling Wedge,3.944999999999709,0.011104702567085518,target
UPL-EQ,2025-12-04 13:02:00+05:30,2025-12-04 13:02:00+05:30,751.95,751.95,100,Symmetrical Triangle,-150.39000000001397,-0.19980019980021835,stop_loss
POWERGRID-EQ,2025-12-04 13:03:00+05:30,2025-12-04 13:03:00+05:30,269.0,269.0,100,Falling Wedge,-53.80000000000291,-0.1998001998002106,target
UPL-EQ,2025-12-04 13:03:00+05:30,2025-12-04 13:03:00+05:30,751.95,751.95,100,Symmetrical Triangle,-150.39000000001397,-0.19980019980021835,stop_loss
POWERGRID-EQ,2025-12-04 13:04:00+05:30,2025-12-04 13:04:00+05:30,269.1,269.1,100,Falling Wedge,-53.81999999999971,-0.19980019980019867,target
AXISBANK-EQ,2025-12-04 13:01:00+05:30,2025-12-04 13:05:00+05:30,1275.6,1276.4,100,Falling Wedge,-175.19999999996799,-0.13720992084112815,target
POWERGRID-EQ,2025-12-04 13:05:00+05:30,2025-12-04 13:05:00+05:30,269.1,269.1,100,Falling Wedge,-53.81999999999971,-0.19980019980019867,target
TATACONSUM-EQ,2025-12-04 13:05:00+05:30,2025-12-04 13:05:00+05:30,1140.9,1140.9,100,Rising Wedge,-228.17999999999302,-0.19980019980019367,stop_loss
RELIANCE-EQ,2025-12-04 13:06:00+05:30,2025-12-04 13:06:00+05:30,1546.4,1546.4,100,Rising Wedge,-309.28000000002794,-0.19980019980021785,stop_loss
INFY-EQ,2025-12-04 13:06:00+05:30,2025-12-04 13:06:00+05:30,1592.3,1592.3,100,Symmetrical Triangle,-318.46000000002095,-0.19980019980021294,stop_loss
DRREDDY-EQ,2025-12-04 13:06:00+05:30,2025-12-04 13:06:00+05:30,1270.7,1270.7,100,Falling Wedge,-254.14000000001397,-0.19980019980021077,target
TATACONSUM-EQ,2025-12-04 13:06:00+05:30,2025-12-04 13:06:00+05:30,1141.0,1141.0,100,Rising Wedge,-228.20000000001164,-0.19980019980021,stop_loss
UPL-EQ,2025-12-04 13:06:00+05:30,2025-12-04 13:06:00+05:30,751.75,751.75,100,Descending Triangle,-150.35000000000582,-0.19980019980020752,stop_loss
HDFCLIFE-EQ,2025-12-04 13:06:00+05:30,2025-12-04 13:06:00+05:30,752.65,752.65,100,Symmetrical Triangle,-150.52999999999884,-0.19980019980019825,stop_loss
ITC-EQ,2025-12-04 13:08:00+05:30,2025-12-04 13:08:00+05:30,402.0,402.0,100,Rising Wedge,-80.39999999999418,-0.19980019980018535,stop_loss
ITC-EQ,2025-12-04 13:09:00+05:30,2025-12-04 13:09:00+05:30,401.6,401.6,100,Rising Wedge,-80.32000000000698,-0.19980019980021715,stop_loss
ITC-EQ,2025-12-04 13:10:00+05:30,2025-12-04 13:10:00+05:30,401.65,401.65,100,Rising Wedge,-80.33000000000175,-0.19980019980020414,stop_loss
SBIN-EQ,2025-12-04 12:58:00+05:30,2025-12-04 13:10:00+05:30,946.35,946.7,100,Falling Wedge,-154.30499999999302,-0.16288989184851502,target
ADANIPORTS-EQ,2025-12-04 13:10:00+05:30,2025-12-04 13:10:00+05:30,1501.7,1501.7,100,Rising Wedge,-300.3400000000256,-0.1998001998002168,stop_loss
JSWSTEEL-EQ,2025-12-04 13:10:00+05:30,2025-12-04 13:10:00+05:30,1149.3,1149.3,100,Rising Wedge,-229.85999999998603,-0.19980019980018765,stop_loss
DRREDDY-EQ,2025-12-04 13:10:00+05:30,2025-12-04 13:10:00+05:30,1271.6,1271.6,100,Symmetrical Triangle,-254.32000000000698,-0.1998001998002053,target
TATACONSUM-EQ,2025-12-04 13:10:00+05:30,2025-12-04 13:10:00+05:30,1142.1,1142.1,100,Symmetrical Triangle,-228.4200000000128,-0.19980019980021102,stop_loss
HDFCLIFE-EQ,2025-12-04 13:10:00+05:30,2025-12-04 13:10:00+05:30,752.5,752.5,100,Symmetrical Triangle,-150.5,-0.1998001998001998,stop_loss
ITC-EQ,2025-12-04 13:11:00+05:30,2025-12-04 13:11:00+05:30,401.7,401.7,100,Rising Wedge,-80.33999999999651,-0.19980019980019112,stop_loss
ONGC-EQ,2025-12-04 13:06:00+05:30,2025-12-04 13:11:00+05:30,242.31,242.21,100,Symmetrical Triangle,-58.452000000001135,-0.24098719158766677,stop_loss
HINDALCO-EQ,2025-12-04 13:07:00+05:30,2025-12-04 13:11:00+05:30,814.4,815.3,100,Falling Wedge,-72.97000000000116,-0.08951019510941069,target
ITC-EQ,2025-12-04 13:12:00+05:30,2025-12-04 13:12:00+05:30,401.65,401.65,100,Rising Wedge,-80.33000000000175,-0.19980019980020414,stop_loss
WIPRO-EQ,2025-12-04 13:06:00+05:30,2025-12-04 13:12:00+05:30,257.2,256.9,100,Falling Wedge,-81.41000000000349,-0.31620789785643394,stop_loss
ONGC-EQ,2025-12-04 13:12:00+05:30,2025-12-04 13:12:00+05:30,242.31,242.31,100,Symmetrical Triangle,-48.461999999999534,-0.1998001998001979,target
JSWSTEEL-EQ,2025-12-04 13:12:00+05:30,2025-12-04 13:12:00+05:30,1149.3,1149.3,100,Rising Wedge,-229.85999999998603,-0.19980019980018765,stop_loss
HDFCLIFE-EQ,2025-12-04 13:12:00+05:30,2025-12-04 13:12:00+05:30,752.55,752.55,100,Symmetrical Triangle,-150.5100000000093,-0.19980019980021216,stop_loss
ITC-EQ,2025-12-04 13:13:00+05:30,2025-12-04 13:13:00+05:30,401.65,401.65,100,Rising Wedge,-80.33000000000175,-0.19980019980020414,stop_loss
ONGC-EQ,2025-12-04 13:13:00+05:30,2025-12-04 13:13:00+05:30,242.17,242.17,100,Symmetrical Triangle,-48.434000000001106,-0.19980019980020436,stop_loss
TATASTEEL-EQ,2025-12-04 13:13:00+05:30,2025-12-04 13:13:00+05:30,166.87,166.87,100,Rising Wedge,-33.374000000003434,-0.19980019980022035,stop_loss
COALINDIA-EQ,2025-12-04 13:13:00+05:30,2025-12-04 13:13:00+05:30,376.95,376.95,100,Rising Wedge,-75.38999999999942,-0.19980019980019825,stop_loss
JSWSTEEL-EQ,2025-12-04 13:13:00+05:30,2025-12-04 13:13:00+05:30,1149.1,1149.1,100,Rising Wedge,-229.82000000000698,-0.19980019980020586,stop_loss
BPCL-EQ,2025-12-04 13:13:00+05:30,2025-12-04 13:13:00+05:30,355.5,355.5,100,Rising Wedge,-71.10000000000582,-0.19980019980021615,stop_loss
SBILIFE-EQ,2025-12-04 12:55:00+05:30,2025-12-04 13:13:00+05:30,2001.1,2002.9,100,Falling Wedge,-220.39999999999418,-0.11002939392324941,target
HDFCLIFE-EQ,2025-12-04 13:13:00+05:30,2025-12-04 13:13:00+05:30,752.05,752.05,100,Symmetrical Triangle,-150.4100000000035,-0.19980019980020444,stop_loss
HDFCBANK-EQ,2025-12-04 13:12:00+05:30,2025-12-04 13:14:00+05:30,995.5,995.7,100,Descending Triangle,-179.1200000000099,-0.1797499336424599,target
HINDUNILVR-EQ,2025-12-04 13:14:00+05:30,2025-12-04 13:14:00+05:30,2460.5,2460.5,100,Rising Wedge,-492.0999999999767,-0.19980019980019034,stop_loss
SBILIFE-EQ,2025-12-04 13:14:00+05:30,2025-12-04 13:14:00+05:30,2002.6,2002.6,100,Rising Wedge,-400.5200000000186,-0.19980019980020908,stop_loss
HDFCLIFE-EQ,2025-12-04 13:14:00+05:30,2025-12-04 13:14:00+05:30,752.65,752.65,100,Symmetrical Triangle,-150.52999999999884,-0.19980019980019825,stop_loss
ITC-EQ,2025-12-04 13:15:00+05:30,2025-12-04 13:15:00+05:30,401.6,401.6,100,Symmetrical Triangle,-80.32000000000698,-0.19980019980021715,stop_loss
